Sample	chr11:70313962-70319544:-	chr11:70331419-70333825:-	chr11:70335433-70335453:-	chr11:70336271-70336492:-	chr11:70338440-70338570:-	chr11:70346675-70346698:-	chr11:70348311-70348391:-	chr11:70348901-70349036:-	chr11:70505933-70506057:-	chr11:70507701-70507923:-	SHANK2
TCGA-CV-5435-01A	7.3370	8.1372	4.6005	5.5552	8.0187	6.7474	6.6547	5.6932	4.9453	3.8977	2116.6743
TCGA-CV-5436-01A	1.5451	1.0372	0.4468	0.6126	0.8675	0.4468	0.6583	0.8772	0.1954	0.1590	305.9476
TCGA-CV-5439-01A	1.2441	0.9002	0.0000	0.3183	0.3643	0.3912	0.4491	0.2301	0.6300	0.6315	364.5822
TCGA-CV-5440-01A	4.2559	2.9819	1.1464	1.6569	3.1898	2.0322	2.1152	1.8242	1.4419	0.9541	1239.1540
TCGA-CV-5441-01A	1.1130	1.1152	1.0988	1.1582	1.1890	1.2361	1.1158	1.1473	0.0000	0.0000	4.6838
TCGA-CV-5442-01A	1.2093	0.0281	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0252	0.0182	3.8292
TCGA-CV-5443-01A	0.5086	0.3025	0.3689	0.3315	0.4322	0.3689	0.2209	0.3106	0.0708	0.0000	78.0888
TCGA-CV-5444-01A	0.6931	0.4820	0.5004	0.5289	0.4520	1.1675	0.7125	0.5678	0.1508	0.1077	183.0000
TCGA-CV-5966-01A	0.2338	0.1494	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	53.5714
TCGA-CV-5970-01A	4.6225	3.7855	2.5632	3.0372	3.2748	2.7599	3.3327	2.7933	1.8531	1.5650	1249.6478
TCGA-CV-5971-01A	0.3747	0.2562	0.1117	0.2500	0.3274	0.1117	0.1682	0.2694	0.1715	0.0240	67.5395
TCGA-CV-5973-01A	4.8933	2.9667	2.8393	2.8393	2.9422	2.8393	2.8691	2.8716	0.0000	0.0000	558.3554
TCGA-CV-5976-01A	4.5203	2.7502	1.1444	1.7428	1.9315	1.8310	2.6758	1.7283	1.3943	1.2629	1070.1227
TCGA-CV-5977-01A	0.9678	0.4905	0.2940	0.3258	0.5466	0.5881	0.4084	0.3978	0.0565	0.1108	156.4326
TCGA-CV-5978-01A	0.5245	0.3631	0.4097	0.4134	0.1908	0.0000	0.2301	0.1521	0.1803	0.0312	129.0323
TCGA-CV-5979-01A	6.2946	4.2256	2.4744	2.6455	3.3543	2.4744	3.4555	2.6071	2.2007	1.1344	1112.0038
TCGA-CV-6003-01A	1.3507	0.8180	0.5998	0.5901	0.8434	0.2399	0.5584	0.6933	0.7189	0.3717	264.1091
TCGA-CV-6433-01A	0.1798	0.1557	0.1557	0.1557	0.1557	0.1557	0.1557	0.1557	0.0000	0.0000	3.2815
TCGA-CV-6436-01A	0.0491	0.0085	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0409	0.0000	13.4605
TCGA-CV-6441-01A	0.2960	0.3032	0.2861	0.2861	0.2861	0.2861	0.2861	0.3166	0.0687	0.1431	3.4771
TCGA-CV-6933-01A	1.5696	1.0673	0.7392	0.7571	1.0193	0.7392	0.5636	0.5259	0.8331	0.9750	464.6396
TCGA-CV-6933-11A	3.2557	2.9350	1.2603	1.9483	2.6703	2.4418	2.5488	1.5667	1.9421	1.7251	2334.4838
TCGA-CV-6934-01A	3.3727	2.4622	1.2852	1.7024	1.9066	2.1420	1.7422	1.0206	1.1570	1.0512	930.5671
TCGA-CV-6934-11A	2.3499	2.2104	1.1977	1.3433	1.7521	1.1977	1.4477	1.2369	1.2229	1.4711	669.8216
TCGA-CV-6935-01A	2.3253	2.1100	2.0005	2.0023	1.9532	1.6004	1.7350	1.5298	0.3297	0.3490	476.4036
TCGA-CV-6935-11A	0.2574	0.2729	0.1086	0.2261	0.1485	0.1086	0.2991	0.1422	0.1886	0.1720	64.1621
TCGA-CV-6936-01A	3.1620	2.5222	1.8497	2.0816	2.2726	1.6442	2.0616	2.1459	1.0079	1.0829	398.6853
TCGA-CV-6936-11A	0.6714	0.6405	0.5806	0.5884	0.6098	0.5806	0.7125	0.6216	0.0000	0.0250	26.0141
TCGA-CV-6937-01A	8.1395	3.8942	3.4256	2.9539	3.0755	3.2987	2.3252	2.3457	1.1105	0.8462	1936.2524
TCGA-CV-6938-01A	0.2395	0.2542	0.2354	0.2354	0.2354	0.2354	0.2354	0.2354	0.0000	0.0000	2.8230
TCGA-CV-6938-11A	1.2894	1.1195	0.9731	1.0225	0.8128	0.9731	0.9902	0.8300	0.8274	0.6657	263.4707
TCGA-CV-6939-01A	0.4897	0.4443	0.0000	0.2718	0.7967	0.1295	0.5068	0.3504	0.2383	0.0662	119.7230
TCGA-CV-6939-11A	1.1178	0.8232	0.0000	0.2031	0.7973	1.0737	1.1437	0.5752	0.4000	0.4615	549.0026
TCGA-CV-6940-01A	3.9370	2.8002	1.0785	1.8346	1.9297	1.4830	2.1871	1.5256	1.8637	1.2877	1058.9711
TCGA-CV-6941-01A	0.2345	0.1415	0.0000	0.0320	0.1513	0.3670	0.1208	0.1187	0.1409	0.1174	66.8590
TCGA-CV-6942-01A	0.3579	0.2304	0.1706	0.1683	0.2292	0.1706	0.1538	0.1418	0.1693	0.0000	114.0487
TCGA-CV-6943-01A	0.8950	0.9100	0.5358	0.5213	0.7744	0.6251	0.7309	0.5654	0.4787	0.7693	317.6061
TCGA-CV-6943-11A	0.2838	0.2290	0.1244	0.1496	0.0389	0.1244	0.1750	0.1655	0.2059	0.2487	88.4006
TCGA-CV-6945-01A	11.7319	3.3605	1.3861	1.9126	2.2460	1.7800	1.9041	1.8478	1.2808	1.3222	2786.1799
TCGA-CV-6948-01A	0.3097	0.1799	0.2538	0.2500	0.1601	0.0846	0.1295	0.1281	0.0000	0.0182	62.6235
TCGA-CV-6950-01A	3.0507	2.4778	1.9449	2.0258	2.2399	2.1328	2.2975	1.7954	0.7129	0.7893	663.9845
TCGA-CV-6951-01A	4.8087	2.4070	0.7829	1.2438	1.8408	1.3049	1.5482	1.7069	1.9970	1.1340	1155.3273
TCGA-CV-6952-01A	1.2536	0.8984	0.6201	0.6475	0.9155	0.8062	0.7319	0.7360	0.4683	0.3026	252.4623
TCGA-CV-6953-01A	0.1792	0.1742	0.1405	0.1405	0.1920	0.1405	0.2585	0.3834	0.0371	0.0605	26.4388
TCGA-CV-6954-01A	0.2265	0.2580	0.3028	0.2605	0.2019	0.1009	0.1009	0.1009	0.0000	0.0000	4.0685
TCGA-CV-6955-01A	0.0164	0.0054	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.6306
TCGA-CV-6955-11A	1.6739	1.5895	0.8072	1.0046	1.2465	0.9226	1.2215	0.8225	0.7399	0.6986	452.9853
TCGA-CV-6956-01A	0.7279	0.5508	0.4367	0.4078	0.5045	0.4367	0.8536	0.5416	0.3878	0.3022	113.7806
TCGA-CV-6956-11A	0.0250	0.0387	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0621	0.0000	9.3800
TCGA-CV-6959-01A	2.2785	2.6396	1.0932	1.5704	2.3025	2.2858	2.3643	2.2171	1.5551	1.6070	706.5273
TCGA-CV-6959-11A	0.1950	0.1119	0.0000	0.0000	0.0334	0.0000	0.0417	0.0262	0.1131	0.0053	66.9872
TCGA-CV-6960-01A	3.5012	2.3268	0.4960	1.1205	1.5732	1.6121	1.7958	1.2099	1.8174	2.0152	799.4417
TCGA-CV-6960-11A	0.3462	0.3633	0.1669	0.2030	0.2892	0.1669	0.3049	0.2958	0.1535	0.2829	63.0048
TCGA-CV-6961-01A	2.0944	2.1689	1.1050	1.3041	1.8543	1.0129	1.8860	1.1104	0.9289	0.7259	599.1345
TCGA-CV-6961-11A	0.1759	0.1853	0.1330	0.0905	0.0589	0.3989	0.2282	0.2269	0.0000	0.0543	84.1615
TCGA-CV-6962-01A	0.9062	0.8585	0.7279	0.5159	0.5748	0.5620	0.7548	0.7735	0.2706	0.4828	325.5856
TCGA-CV-6962-11A	0.8673	0.8621	0.3067	0.5108	0.6408	0.7157	0.6299	0.6278	0.6380	0.4530	256.4053
TCGA-CV-7089-01A	1.0370	0.5781	0.3662	0.3772	0.6672	0.3662	0.4084	0.2917	0.4268	0.5458	242.4242
TCGA-CV-7090-01A	0.3978	0.3729	0.1486	0.2450	0.3573	0.5944	0.3394	0.2415	0.1177	0.2819	75.2626
TCGA-CV-7091-01A	1.1919	0.9013	0.2196	0.5184	0.4560	0.5491	0.7063	0.6096	0.6782	0.6008	368.3206
TCGA-CV-7091-11A	0.3457	0.3685	0.3514	0.3134	0.2495	0.1757	0.1757	0.2144	0.0928	0.0347	70.9220
TCGA-CV-7095-01A	4.9477	1.4698	0.8020	0.7558	1.1277	0.9624	1.1407	1.2880	0.9894	0.5848	497.4241
TCGA-CV-7097-01A	0.8370	0.9423	0.7425	0.7904	1.0174	1.2375	1.0434	0.7871	0.1772	0.1981	81.2547
TCGA-CV-7097-11A	1.6645	1.0566	0.2985	0.5505	1.0469	1.0446	1.3320	0.7878	0.6888	0.5427	501.0616
TCGA-CV-7099-01A	0.8305	0.5069	0.4032	0.4008	0.4411	0.2688	0.3069	0.3676	0.5677	0.2417	175.4360
TCGA-CV-7100-01A	1.3185	1.0020	0.6717	0.6942	0.9385	0.5224	0.9953	0.8604	0.8665	0.5185	222.2222
TCGA-CV-7101-01A	0.8910	0.8256	0.2242	0.5393	0.5528	0.5605	0.2851	0.4245	0.4394	0.5082	277.0833
TCGA-CV-7101-11A	0.8843	0.8188	0.4453	0.5356	0.7522	0.8907	0.7216	0.5812	0.3750	0.4758	218.1818
TCGA-CV-7102-01A	3.4080	2.8717	1.5838	1.8664	2.6412	2.6803	2.5013	1.8579	0.9015	1.0708	582.6421
TCGA-CV-7103-01A	0.4161	0.2966	0.2231	0.2995	0.3662	0.3347	0.4394	0.2650	0.0428	0.0871	33.3104
TCGA-CV-7103-11A	0.2380	0.2790	0.2377	0.1965	0.2449	0.2377	0.0792	0.0419	0.1825	0.3123	97.7961
TCGA-CV-7104-01A	2.5736	2.8947	1.4291	1.7175	2.1109	1.8578	2.1630	1.5489	1.5320	1.8155	750.7830
TCGA-CV-7177-01A	0.9863	0.9880	0.2273	0.5090	1.0482	1.1367	1.1480	1.2872	1.0840	0.6984	248.7633
TCGA-CV-7177-11A	0.8613	0.7686	0.1137	0.2525	0.4262	0.6823	0.3903	0.4080	0.5222	0.6971	249.6100
TCGA-CV-7178-01A	2.5748	2.4944	1.7917	1.7514	2.0432	1.3936	1.8470	1.4499	1.2287	0.8682	522.7329
TCGA-CV-7178-11A	1.6245	1.1686	0.3498	0.4215	1.0601	0.5247	1.5482	0.5491	1.0172	0.8878	472.8395
TCGA-CV-7180-01A	0.5927	0.4140	0.3202	0.3663	0.3593	0.3202	0.3854	0.3943	0.0615	0.0000	72.4886
TCGA-CV-7183-01A	0.3691	0.2807	0.1310	0.2637	0.3679	0.0000	0.3574	0.3592	0.1415	0.1075	157.8638
TCGA-CV-7183-11A	0.2411	0.2457	0.1362	0.1362	0.1362	0.0000	0.0000	0.0000	0.1046	0.0586	49.2788
TCGA-CV-7235-01A	1.3304	1.0003	0.9388	0.7249	0.4720	0.6706	0.5580	0.4802	0.4088	0.4709	320.0725
TCGA-CV-7235-11A	5.6892	5.1604	2.2521	3.3929	4.5234	4.2540	4.3421	3.5870	3.1950	2.3627	1568.5164
TCGA-CV-7236-01A	1.8890	1.7409	1.0810	1.3992	1.8457	1.2662	1.7261	1.4193	1.4510	1.6197	502.0011
TCGA-CV-7238-01A	1.3948	0.6865	0.4629	0.5729	0.6546	0.3472	0.7400	0.4842	0.5008	0.6580	373.2252
TCGA-CV-7238-11A	1.6792	1.7022	0.4783	0.7654	1.2350	0.9566	1.9383	1.6688	1.0791	0.8311	662.6390
TCGA-CV-7242-01A	1.0388	0.9051	0.0964	0.3335	0.7322	0.4820	0.8617	0.6684	0.4866	0.4198	298.8050
TCGA-CV-7242-11A	0.3533	0.2864	0.4446	0.4106	0.2775	0.2223	0.2786	0.2436	0.1112	0.1112	35.9247
TCGA-CV-7243-01A	5.5446	1.3275	0.4317	0.5415	0.8807	0.6475	0.6848	0.7285	0.5741	0.1384	563.6509
TCGA-CV-7245-01A	1.3628	1.4066	0.6898	1.0145	0.9355	0.6898	1.0460	1.0313	0.7781	0.9079	387.1350
TCGA-CV-7245-11A	0.1728	0.1612	0.2153	0.1775	0.1077	0.1077	0.1077	0.1267	0.1034	0.1043	20.9039
TCGA-CV-7247-01A	6.2432	4.9936	3.2798	3.6501	3.9291	3.2251	3.3486	2.8103	4.8471	4.6721	1510.6654
TCGA-CV-7248-01A	0.9459	0.6216	0.0953	0.3501	0.6915	0.7620	0.9090	0.4398	0.4229	0.2635	270.1712
TCGA-CV-7250-01A	0.3270	0.2262	0.1455	0.1252	0.0789	0.1455	0.0449	0.0514	0.0990	0.0698	86.0942
TCGA-CV-7250-11A	0.1807	0.1911	0.0000	0.0334	0.1132	0.0000	0.4522	0.1432	0.1409	0.2675	66.5949
TCGA-CV-7252-01A	0.5349	0.4025	0.1242	0.2205	0.1176	0.1242	0.1580	0.0201	0.3061	0.5509	154.0790
TCGA-CV-7252-11A	0.2801	0.1395	0.3841	0.2849	0.1466	0.2561	0.0948	0.0744	0.2110	0.2492	86.2667
TCGA-CV-7253-01A	0.0915	0.0935	0.0899	0.0899	0.0899	0.0899	0.0899	0.0899	0.0000	0.0000	0.6314
TCGA-CV-7254-01A	0.5416	0.2983	0.4599	0.4358	0.3172	0.0000	0.0530	0.2390	0.3863	0.4634	148.0725
TCGA-CV-7255-01A	0.6687	0.7746	0.7819	0.7627	0.7634	0.7819	0.8785	0.6133	0.3260	0.2934	124.4032
TCGA-CV-7255-11A	0.7914	0.6065	0.5286	0.6965	0.4872	0.2643	0.8435	0.7793	0.4007	0.1031	146.1571
TCGA-CV-7261-01A	1.0675	1.0338	0.7837	0.8183	0.7286	0.1567	0.4876	0.5117	0.5956	0.7851	304.9038
TCGA-CV-7261-11A	0.5515	0.5818	0.6969	0.6396	0.5554	0.6227	0.6266	0.5334	0.1910	0.4119	90.8053
TCGA-CV-7263-01A	0.2318	0.1969	0.1042	0.1324	0.1090	0.0000	0.0617	0.1004	0.1684	0.0449	63.7527
TCGA-CV-7406-01A	0.7589	0.6086	0.2292	0.3691	0.5660	0.4584	0.7767	0.5241	0.2090	0.5889	138.0684
TCGA-CV-7406-11A	0.0985	0.1292	0.1232	0.0977	0.0452	0.0000	0.1461	0.0263	0.0661	0.0000	46.7606
TCGA-CV-7407-01A	2.1840	1.3035	0.8204	1.0400	1.0154	0.7032	1.3745	0.8178	0.8569	0.5770	558.1051
TCGA-CV-7409-01A	0.8180	0.4532	0.1278	0.2383	0.1570	0.3833	0.3786	0.1644	0.0746	0.0407	159.4732
TCGA-CV-7410-01A	0.7381	0.7283	0.2181	0.2785	0.3238	0.3271	0.6422	0.6102	0.4719	0.4137	213.5523
TCGA-CV-7411-01A	0.3981	0.3851	0.3056	0.3368	0.2768	0.2037	0.2037	0.2397	0.0399	0.1699	95.1116
TCGA-CV-7413-01A	0.4896	0.4132	0.2226	0.3358	0.3976	0.2318	0.2226	0.3715	0.0000	0.0000	88.7132
TCGA-CV-7414-01A	3.1134	1.9349	1.0879	1.2407	1.6911	1.1868	1.4310	1.2820	1.3181	0.8834	774.0424
TCGA-CV-7415-01A	7.7690	3.4833	1.6114	2.2760	2.4171	1.9135	1.8178	1.6862	1.9747	1.3987	2039.7223
TCGA-CV-7416-01A	1.9937	2.1593	0.3337	0.9330	1.8791	1.2236	2.3923	1.4902	1.5840	1.1134	567.2653
TCGA-CV-7416-11A	0.2527	0.2117	0.2276	0.2475	0.2996	0.1138	0.1812	0.1138	0.0091	0.0194	51.0304
TCGA-CV-7418-01A	2.9890	1.6627	0.9611	1.2536	1.3092	1.0679	1.2327	1.3294	0.6424	0.5493	414.4789
TCGA-CV-7421-01A	0.7299	0.4443	0.3771	0.4428	0.5182	0.5028	0.2064	0.2773	0.3620	0.1178	154.1635
TCGA-CV-7422-01A	1.5972	1.4087	1.0428	1.1236	1.4909	1.0428	1.5487	0.8779	0.5464	0.5616	310.4711
TCGA-CV-7423-01A	1.0137	0.9574	0.6782	0.7913	0.8025	0.7866	0.8485	0.6466	0.6574	0.6919	292.0204
TCGA-CV-7423-11A	0.4781	0.4100	0.6051	0.5424	0.4961	0.3631	0.3631	0.3631	0.1307	0.0570	45.9321
TCGA-CV-7424-01A	0.0735	0.0171	0.0000	0.0462	0.0922	0.0000	0.0924	0.0786	0.0188	0.0000	22.1504
TCGA-CV-7424-11A	0.5524	0.6407	0.2360	0.3678	0.2567	0.4720	0.4399	0.3410	0.2501	0.0910	170.6783
TCGA-CV-7427-01A	0.0289	0.0403	0.0000	0.0000	0.0000	0.0000	0.1330	0.0792	0.0862	0.0483	16.6255
TCGA-CV-7428-01A	0.2383	0.3391	0.3691	0.2726	0.3362	0.2460	0.2460	0.2895	0.0000	0.0932	33.0012
TCGA-CV-7429-01A	0.2629	0.2325	0.2493	0.2184	0.2588	0.3740	0.2032	0.1916	0.0549	0.0089	34.8995
TCGA-CV-7430-01A	2.6990	0.8917	0.4218	0.6251	0.9627	0.9490	0.9047	0.7040	0.7803	0.6232	290.4030
TCGA-CV-7432-01A	0.9423	0.9069	0.8274	0.7742	0.9014	0.8274	0.6202	0.5154	0.1778	0.0906	44.2478
TCGA-CV-7432-11A	6.9243	4.5283	2.5725	2.8019	3.1469	2.3152	2.5487	1.9615	2.8627	1.9922	1762.0230
TCGA-CV-7433-01A	0.6358	0.4845	0.3272	0.3179	0.3872	0.4363	0.5535	0.2422	0.3264	0.3385	162.7997
TCGA-CV-7434-01A	1.4276	1.5092	0.3341	0.6677	0.6962	0.5568	0.6970	0.2841	0.6174	0.5873	484.9517
TCGA-CV-7434-11A	8.4869	3.8672	1.4313	2.6058	3.2641	2.8626	3.4030	2.3469	2.9475	2.7160	1396.4099
TCGA-CV-7435-01A	1.4638	1.3170	1.0483	1.0871	1.1301	1.5142	1.1418	1.2187	0.9001	0.6174	288.3365
TCGA-CV-7437-01A	0.3061	0.2402	0.1189	0.1189	0.2061	0.1189	0.1821	0.1189	0.1960	0.0693	69.3769
TCGA-CV-7437-11A	3.0167	0.1949	0.0927	0.0973	0.0757	0.0000	0.0000	0.0327	0.0356	0.0927	81.2959
TCGA-CV-7438-01A	2.5291	1.8090	1.0828	1.2285	1.6283	1.6242	1.3284	0.9803	0.9084	0.6482	650.5282
TCGA-CV-7438-11A	0.4707	0.3139	0.2374	0.2481	0.2465	0.2374	0.2110	0.2365	0.3998	0.1831	154.3716
TCGA-CV-7440-01A	0.0443	0.0416	0.0000	0.0166	0.0169	0.0000	0.0848	0.0559	0.1512	0.1497	17.4351
TCGA-CV-7440-11A	0.7517	0.6123	0.5298	0.5985	0.6762	0.4238	0.5350	0.4589	0.3755	0.2390	117.0351
TCGA-CX-7082-01A	0.6532	0.5270	0.2177	0.3492	0.4637	0.1089	0.4798	0.1345	0.0627	0.1030	108.4377
TCGA-CX-7085-01A	0.3673	0.4360	0.4952	0.5287	0.2977	0.1238	0.3653	0.2795	0.4338	0.2670	106.1865
TCGA-CX-7086-01A	0.6487	0.7421	0.7711	0.7526	0.6115	0.6435	0.8076	0.7901	0.3346	0.2145	50.2366
TCGA-CX-7219-01A	0.7326	0.8071	0.5353	0.6529	0.5908	0.6423	0.3701	0.2716	0.3212	0.6591	148.4099
TCGA-D6-6515-01A	0.5820	0.5961	0.2619	0.3917	0.2569	0.1310	0.1310	0.2398	0.2609	0.1398	137.6412
TCGA-D6-6516-01A	0.2101	0.1793	0.2209	0.2030	0.2302	0.2209	0.2263	0.2144	0.1369	0.1104	37.6671
TCGA-D6-6517-01A	4.3452	1.8275	1.1185	1.0809	1.0789	1.2201	1.5402	1.3285	0.6247	0.6894	551.9067
TCGA-D6-6823-01A	1.8390	0.6237	0.4515	0.4982	0.5541	0.5417	0.4782	0.5132	0.1380	0.0194	56.1018
TCGA-D6-6824-01A	1.5346	1.3346	1.0181	1.1064	1.0647	1.2726	1.2176	0.9020	1.1698	0.6979	373.4127
TCGA-D6-6825-01A	20.0425	21.3471	11.7972	15.2079	19.6275	13.3079	17.8581	15.0865	14.5609	12.1596	5983.4254
TCGA-D6-6826-01A	2.4887	2.4826	1.3018	1.8261	2.3983	1.9093	2.1086	1.4046	1.5643	1.0889	836.3862
TCGA-DQ-5624-01A	2.0541	1.2343	0.3278	0.5981	1.3506	0.6884	0.7516	0.8794	0.6412	0.4203	521.6972
TCGA-DQ-5625-01A	1.9455	1.9087	1.8487	1.8604	1.7556	1.7254	2.0115	1.7671	0.0000	0.0265	64.8221
TCGA-DQ-5629-01A	1.1901	1.0481	0.5474	0.7780	1.1398	0.9580	0.7299	0.6561	0.7237	0.6757	341.6083
TCGA-DQ-5630-01A	1.3037	1.0445	0.5696	0.7543	0.9467	1.1391	1.1778	1.0889	0.1002	0.1073	184.8112
TCGA-DQ-5631-01A	4.2822	3.5911	1.5856	2.0321	2.8336	2.3466	3.4135	3.0399	2.4661	2.0143	976.2527
TCGA-DQ-7588-01A	3.5834	2.7746	1.8304	2.0413	1.9023	1.9612	1.7772	1.4622	1.4079	1.2816	700.2012
TCGA-DQ-7589-01A	4.6924	2.7018	2.0549	2.2598	2.2809	1.6813	1.8058	2.3166	1.2494	0.9583	675.4971
TCGA-DQ-7590-01A	0.0902	0.0704	0.0000	0.0000	0.0000	0.0000	0.0910	0.0757	0.2126	0.0661	20.2521
TCGA-DQ-7591-01A	0.2479	0.2126	0.1364	0.1998	0.3114	0.2729	0.3386	0.2328	0.0524	0.0294	32.9317
TCGA-DQ-7592-01A	0.7970	0.7471	0.4570	0.5810	0.7850	1.0814	0.8814	0.6445	0.4458	0.4260	352.4082
TCGA-DQ-7593-01A	0.7204	0.1527	0.1213	0.1459	0.1343	0.0000	0.0689	0.0740	0.2999	0.2427	23.8095
TCGA-DQ-7594-01A	0.8542	0.5517	0.7158	0.6820	0.4727	0.2386	0.3402	0.2193	0.2090	0.1503	198.2853
TCGA-DQ-7595-01A	0.3617	0.2781	0.2442	0.2442	0.3336	0.2442	0.4928	0.3205	0.0371	0.0000	24.1984
TCGA-DQ-7596-01A	0.1520	0.0651	0.0000	0.0000	0.0400	0.0000	0.0983	0.0569	0.1370	0.0504	34.1317
TCGA-F7-7848-01A	12.1634	1.4248	1.2596	1.2596	1.2596	1.2596	1.2596	1.2596	0.0000	0.0542	1800.4082
TCGA-H7-7774-01A	0.0953	0.0911	0.1019	0.0891	0.0832	0.0000	0.0604	0.0569	0.0962	0.2632	42.1769
TCGA-HD-7229-01A	2.1214	2.0574	0.5311	0.6621	1.4860	0.9295	1.0229	0.8846	1.6869	1.6476	703.8149
TCGA-HD-7753-01A	1.8044	1.6674	0.8875	1.4153	1.7307	1.2409	1.8457	1.2283	1.0059	0.4763	432.9827
TCGA-HD-7754-01A	0.1245	0.1443	0.0994	0.1209	0.2087	0.0994	0.1583	0.1345	0.0382	0.0214	9.4387
TCGA-HD-7831-01A	2.6579	2.2010	0.8583	1.4158	2.6536	2.7466	2.0769	1.3998	1.3307	1.7420	818.2474
TCGA-HD-7832-01A	2.1490	0.6198	0.2386	0.3159	0.5008	0.2386	0.3991	0.3956	0.0973	0.2124	104.8755
TCGA-HD-7917-01A	1.2957	0.9525	0.6624	0.6911	0.8081	0.6624	0.7409	0.7559	0.0848	0.0380	149.4108
TCGA-IQ-7630-01A	7.0836	1.2768	0.3070	0.4328	0.7249	0.9210	0.8389	0.6035	0.5411	0.3084	424.1390
TCGA-IQ-7631-01A	8.0707	0.2806	0.2551	0.2258	0.2804	0.3826	0.3180	0.2822	0.1459	0.3208	224.4333
TCGA-IQ-7632-01A	0.7794	0.5057	0.4164	0.4902	0.5319	0.2776	0.3599	0.4246	0.1377	0.1992	155.5312
